============================================================
  Logo Scraper Run -- 2026-06-04_09-47-05
============================================================

[09:47:22] Total colleges in 'colleges' folder : 1076
[09:47:22] Already completed (logos exist)         : 914
[09:51:12]     Waiting 3s...
[09:51:15]     [4/14] IIT Perlstein Hall.jpg
[09:51:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IIT%20Perlstein%20Hall.jpg
[09:51:23]     Saved (element): IIT Perlstein Hall.png
[09:51:24]     Crop: 1920x1016 -> 1920x1016 (padding=10px)
[09:51:24]     Waiting 3s...
[09:51:27]     [5/14] IIT SSV Housing.jpg
[09:51:27]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IIT%20SSV%20Housing.jpg
[09:51:33]     Saved (element): IIT SSV Housing.png
[09:51:34]     Crop: 1440x1080 -> 1440x1080 (padding=10px)
[09:51:34]     Waiting 3s...
[09:51:37]     [6/14] IIT Seal.svg
[09:51:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IIT%20Seal.svg
[09:51:51]     Saved (full page): IIT Seal.png
[09:51:51]     Crop: 1920x1080 -> 308x309 (padding=10px)
[09:51:51]     Waiting 3s...
[09:51:54]     [7/14] Illinois Institute of Technology (seal).svg
[09:51:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Illinois%20Institute%20of%20Technology%20%28seal%29.svg
[09:52:09]     Saved (full page): Illinois Institute of Technology (seal).png
[09:52:09]     Crop: 1920x1080 -> 308x309 (padding=10px)
[09:52:09]     Waiting 3s...
[09:52:12]     [8/14] Illinois tech logo.png
[09:52:12]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Illinois%20tech%20logo.png
[09:52:16]     Saved (element): Illinois tech logo.png
[09:52:16]     Crop: 588x76 -> 588x76 (padding=10px)
[09:52:16]     Waiting 3s...
[09:52:19]     [9/14] Illtech scarlet hawks wordmark.png
[09:52:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Illtech%20scarlet%20hawks%20wordmark.png
[09:52:22]     Saved (element): Illtech scarlet hawks wordmark.png
[09:52:22]     Crop: 982x140 -> 982x140 (padding=10px)
[09:52:22]     Waiting 3s...
[09:52:25]     [10/14] McCormick Tribune 060304.jpg
[09:52:25]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/McCormick%20Tribune%20060304.jpg
[09:52:31]     Saved (element): McCormick Tribune 060304.png
[09:52:31]     Crop: 1640x1080 -> 1640x1080 (padding=10px)
[09:52:31]     Waiting 3s...
[09:52:34]     [11/14] Question book-new.svg
[09:52:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[09:52:48]     Saved (full page): Question book-new.png
[09:52:48]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[09:52:48]     Waiting 3s...
[09:52:51]     [12/14] Symbol category class.svg
[09:52:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20category%20class.svg
[09:53:05]     Saved (full page): Symbol category class.png
[09:53:05]     Crop: 1920x1080 -> 187x191 (padding=10px)
[09:53:05]     Waiting 3s...
[09:53:08]     [13/14] The Main Building, Armour Institute of Technology.png
[09:53:08]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/The%20Main%20Building%2C%20Armour%20Institute%20of%20Technology.png
[09:53:13]     Saved (element): The Main Building, Armour Institute of Technology.png
[09:53:13]     Crop: 968x828 -> 968x828 (padding=10px)
[09:53:13]     Waiting 3s...
[09:53:16]     [14/14] WIIT Radio Station.jpg
[09:53:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/WIIT%20Radio%20Station.jpg
[09:53:28]     Saved (element): WIIT Radio Station.png
[09:53:29]     Crop: 1620x1080 -> 1620x1080 (padding=10px)
[09:53:29] 
  Saved 14/14 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\illinois institute of technology

  Progress: [##################################------] 915/1076 (85%)  total -- just finished: illinois institute of technology

[09:53:29] 
  Waiting 3s before next college...
[09:53:32] 
[This run: 25/162]
[09:53:32] 
==================================================
[09:53:32] COLLEGE: illinois state university
[09:53:32] ==================================================
[09:53:32]   Searching API: illinois state university
[09:53:34]   Found title: Illinois State University
[09:53:36]   API returned 11 usable image filename(s)
[09:53:36]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\illinois state university
[09:53:36]     [1/11] Cookhall.JPG
[09:53:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Cookhall.JPG
[09:53:42]     Saved (element): Cookhall.png
[09:53:42]     Crop: 135x102 -> 135x102 (padding=10px)
[09:53:42]     Waiting 3s...
[09:53:45]     [2/11] Fell Hall2.jpg
[09:53:45]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Fell%20Hall2.jpg
[09:53:49]     Saved (element): Fell Hall2.png
[09:53:49]     Crop: 135x102 -> 135x102 (padding=10px)
[09:53:49]     Waiting 3s...
[09:53:52]     [3/11] Flag of Illinois.svg
[09:53:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Illinois.svg
[09:54:05]     Saved (full page): Flag of Illinois.png
[09:54:05]     Crop: 1920x1080 -> 220x261 (padding=10px)
[09:54:05]     Waiting 3s...
[09:54:09]     [4/11] HortonFieldHouse.jpg
[09:54:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/HortonFieldHouse.jpg
[09:54:12]     Saved (element): HortonFieldHouse.png
[09:54:12]     Crop: 135x102 -> 135x102 (padding=10px)
[09:54:12]     Waiting 3s...
[09:54:15]     [5/11] Illinois State University Main Quad.jpg
[09:54:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Illinois%20State%20University%20Main%20Quad.jpg
[09:54:18]     Saved (element): Illinois State University Main Quad.png
[09:54:18]     Crop: 135x102 -> 135x102 (padding=10px)
[09:54:18]     Waiting 3s...
[09:54:21]     [6/11] Illinois State University logo.svg
[09:54:21]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Illinois%20State%20University%20logo.svg
[09:54:25]     Saved (element): Illinois State University logo.png
[09:54:25]     Crop: 135x102 -> 135x102 (padding=10px)
[09:54:25]     Waiting 3s...
[09:54:28]     [7/11] Illinois State University main quadrangle.jpg
[09:54:28]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Illinois%20State%20University%20main%20quadrangle.jpg
[09:54:32]     Saved (element): Illinois State University main quadrangle.png
[09:54:32]     Crop: 135x102 -> 135x102 (padding=10px)
[09:54:32]     Waiting 3s...
[09:54:35]     [8/11] Illinois State University seal.svg
[09:54:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Illinois%20State%20University%20seal.svg
[09:54:49]     Saved (full page): Illinois State University seal.png
[09:54:49]     Crop: 1920x1080 -> 206x206 (padding=10px)
[09:54:49]     Waiting 3s...
[09:54:52]     [9/11] KandR.jpg
[09:54:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/KandR.jpg
[09:54:55]     Saved (element): KandR.png
[09:54:56]     Crop: 135x102 -> 135x102 (padding=10px)
[09:54:56]     Waiting 3s...
[09:54:59]     [10/11] Milner Library.jpg
[09:54:59]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Milner%20Library.jpg
[09:55:02]     Saved (element): Milner Library.png
[09:55:02]     Crop: 135x102 -> 135x102 (padding=10px)
[09:55:02]     Waiting 3s...
[09:55:05]     [11/11] Moulton Hall.jpg
[09:55:05]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Moulton%20Hall.jpg
[09:55:09]     Saved (element): Moulton Hall.png
[09:55:09]     Crop: 135x102 -> 135x102 (padding=10px)
[09:55:09] 
  Saved 11/11 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\illinois state university

  Progress: [##################################------] 916/1076 (85%)  total -- just finished: illinois state university

[09:55:09] 
  Waiting 3s before next college...
[09:55:12] 
[This run: 26/162]
[09:55:12] 
==================================================
[09:55:12] COLLEGE: incarnate word college
[09:55:12] ==================================================
[09:55:12]   Searching API: incarnate word college
[09:55:13]   Found title: University of the Incarnate Word
[09:55:16]   API returned 8 usable image filename(s)
[09:55:16]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\incarnate word college
[09:55:16]     [1/8] Chapel at the University of the Incarnate Word (8059695787).jpg
[09:55:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Chapel%20at%20the%20University%20of%20the%20Incarnate%20Word%20%288059695787%29.jpg
[09:55:19]     Saved (element): Chapel at the University of the Incarnate Word (8059695787).png
[09:55:19]     Crop: 135x102 -> 135x102 (padding=10px)
[09:55:19]     Waiting 3s...
[09:55:22]     [2/8] Flag of San Antonio, Texas.svg
[09:55:22]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20San%20Antonio%2C%20Texas.svg
[09:55:26]     Saved (element): Flag of San Antonio, Texas.png
[09:55:26]     Crop: 135x102 -> 135x102 (padding=10px)
[09:55:26]     Waiting 3s...
[09:55:29]     [3/8] Incarnate Word College, San Antonio, Texas (6839327030).jpg
[09:55:29]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Incarnate%20Word%20College%2C%20San%20Antonio%2C%20Texas%20%286839327030%29.jpg
[09:55:33]     Saved (element): Incarnate Word College, San Antonio, Texas (6839327030).png
[09:55:33]     Crop: 135x102 -> 135x102 (padding=10px)
[09:55:33]     Waiting 3s...
[09:55:36]     [4/8] Question book-new.svg
[09:55:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[09:55:49]     Saved (full page): Question book-new.png
[09:55:49]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[09:55:49]     Waiting 3s...
[09:55:52]     [5/8] UIW CIMG7805.JPG
[09:55:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UIW%20CIMG7805.JPG
[09:55:56]     Saved (element): UIW CIMG7805.png
[09:55:56]     Crop: 135x102 -> 135x102 (padding=10px)
[09:55:56]     Waiting 3s...
[09:55:59]     [6/8] University of Incarnate Word logo.svg
[09:55:59]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Incarnate%20Word%20logo.svg
[09:56:13]     Saved (full page): University of Incarnate Word logo.png
[09:56:13]     Crop: 1920x1080 -> 260x104 (padding=10px)
[09:56:13]     Waiting 3s...
[09:56:16]     [7/8] University of Incarnate Word seal.svg
[09:56:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Incarnate%20Word%20seal.svg
[09:56:30]     Saved (full page): University of Incarnate Word seal.png
[09:56:30]     Crop: 1920x1080 -> 260x295 (padding=10px)
[09:56:30]     Waiting 3s...
[09:56:33]     [8/8] University of the Incarnate Word (10858079976).jpg
[09:56:33]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20the%20Incarnate%20Word%20%2810858079976%29.jpg
[09:56:36]     Saved (element): University of the Incarnate Word (10858079976).png
[09:56:36]     Crop: 135x102 -> 135x102 (padding=10px)
[09:56:36] 
  Saved 8/8 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\incarnate word college

  Progress: [##################################------] 917/1076 (85%)  total -- just finished: incarnate word college

[09:56:36] 
  Waiting 3s before next college...
[09:56:39] 
[This run: 27/162]
[09:56:39] 
==================================================
[09:56:39] COLLEGE: indiana institute of technology
[09:56:39] ==================================================
[09:56:39]   Searching API: indiana institute of technology
[09:56:40]   Found title: Indiana Institute of Technology
[09:56:42]   API returned 6 usable image filename(s)
[09:56:42]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana institute of technology
[09:56:42]     [1/6] Abbot Center at Indiana Tech.jpg
[09:56:42]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Abbot%20Center%20at%20Indiana%20Tech.jpg
[09:56:46]     Saved (element): Abbot Center at Indiana Tech.png
[09:56:46]     Crop: 135x102 -> 135x102 (padding=10px)
[09:56:46]     Waiting 3s...
[09:56:49]     [2/6] Andorfer Commons at Indiana Tech.jpg
[09:56:49]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Andorfer%20Commons%20at%20Indiana%20Tech.jpg
[09:56:52]     Saved (element): Andorfer Commons at Indiana Tech.png
[09:56:52]     Crop: 135x102 -> 135x102 (padding=10px)
[09:56:52]     Waiting 3s...
[09:56:55]     [3/6] Flag of Fort Wayne, Indiana.svg
[09:56:55]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Fort%20Wayne%2C%20Indiana.svg
[09:56:59]     Saved (element): Flag of Fort Wayne, Indiana.png
[09:56:59]     Crop: 135x102 -> 135x102 (padding=10px)
[09:56:59]     Waiting 3s...
[09:57:02]     [4/6] IndianaInstituteofTechnologySeal.jpg
[09:57:02]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IndianaInstituteofTechnologySeal.jpg
[09:57:06]     Saved (element): IndianaInstituteofTechnologySeal.png
[09:57:06]     Crop: 316x316 -> 316x316 (padding=10px)
[09:57:06]     Waiting 3s...
[09:57:09]     [5/6] Summit Hall at Indiana Tech.jpg
[09:57:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Summit%20Hall%20at%20Indiana%20Tech.jpg
[09:57:12]     Saved (element): Summit Hall at Indiana Tech.png
[09:57:12]     Crop: 135x102 -> 135x102 (padding=10px)
[09:57:12]     Waiting 3s...
[09:57:15]     [6/6] Symbol category class.svg
[09:57:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20category%20class.svg
[09:57:28]     Saved (full page): Symbol category class.png
[09:57:29]     Crop: 1920x1080 -> 187x191 (padding=10px)
[09:57:29] 
  Saved 6/6 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana institute of technology

  Progress: [##################################------] 918/1076 (85%)  total -- just finished: indiana institute of technology

[09:57:29] 
  Waiting 3s before next college...
[09:57:32] 
[This run: 28/162]
[09:57:32] 
==================================================
[09:57:32] COLLEGE: indiana state university
[09:57:32] ==================================================
[09:57:32]   Searching API: indiana state university
[09:57:33]   Found title: Indiana State University
[09:57:35]   API returned 11 usable image filename(s)
[09:57:35]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana state university
[09:57:35]     [1/11] Fairbanks Hall Dome.jpg
[09:57:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Fairbanks%20Hall%20Dome.jpg
[09:57:38]     Saved (element): Fairbanks Hall Dome.png
[09:57:38]     Crop: 135x102 -> 135x102 (padding=10px)
[09:57:38]     Waiting 3s...
[09:57:41]     [2/11] ISU Memorial Stadium.jpg
[09:57:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/ISU%20Memorial%20Stadium.jpg
[09:57:44]     Saved (element): ISU Memorial Stadium.png
[09:57:44]     Crop: 135x102 -> 135x102 (padding=10px)
[09:57:44]     Waiting 3s...
[09:57:48]     [3/11] ISU marching band.jpg
[09:57:48]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/ISU%20marching%20band.jpg
[09:57:51]     Saved (element): ISU marching band.png
[09:57:51]     Crop: 135x102 -> 135x102 (padding=10px)
[09:57:51]     Waiting 3s...
[09:57:54]     [4/11] Indiana State Normal School, 1903.png
[09:57:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20State%20Normal%20School%2C%201903.png
[09:57:58]     Saved (element): Indiana State Normal School, 1903.png
[09:57:58]     Crop: 135x102 -> 135x102 (padding=10px)
[09:57:58]     Waiting 3s...
[09:58:01]     [5/11] Indiana State University Seal.svg
[09:58:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20State%20University%20Seal.svg
[09:58:14]     Saved (full page): Indiana State University Seal.png
[09:58:15]     Crop: 1920x1080 -> 210x210 (padding=10px)
[09:58:15]     Waiting 3s...
[09:58:18]     [6/11] Indiana State University logo.svg
[09:58:18]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20State%20University%20logo.svg
[09:58:21]     Saved (element): Indiana State University logo.png
[09:58:21]     Crop: 135x102 -> 135x102 (padding=10px)
[09:58:21]     Waiting 3s...
[09:58:24]     [7/11] Question book-new.svg
[09:58:24]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[09:58:37]     Saved (full page): Question book-new.png
[09:58:37]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[09:58:37]     Waiting 3s...
[09:58:40]     [8/11] Rankin Hall.jpg
[09:58:40]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Rankin%20Hall.jpg
[09:58:44]     Saved (element): Rankin Hall.png
[09:58:44]     Crop: 135x102 -> 135x102 (padding=10px)
[09:58:44]     Waiting 3s...
[09:58:47]     [9/11] State Normal Library, Indiana State University.jpg
[09:58:47]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/State%20Normal%20Library%2C%20Indiana%20State%20University.jpg
[09:58:51]     Saved (element): State Normal Library, Indiana State University.png
[09:58:51]     Crop: 135x102 -> 135x102 (padding=10px)
[09:58:51]     Waiting 3s...
[09:58:54]     [10/11] Tandem race.jpg
[09:58:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Tandem%20race.jpg
[09:58:57]     Saved (element): Tandem race.png
[09:58:57]     Crop: 135x102 -> 135x102 (padding=10px)
[09:58:57]     Waiting 3s...
[09:59:00]     [11/11] Terre Haute Post Office and Federal Building.jpg
[09:59:00]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Terre%20Haute%20Post%20Office%20and%20Federal%20Building.jpg
[09:59:04]     Saved (element): Terre Haute Post Office and Federal Building.png
[09:59:04]     Crop: 135x102 -> 135x102 (padding=10px)
[09:59:04] 
  Saved 11/11 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana state university

  Progress: [##################################------] 919/1076 (85%)  total -- just finished: indiana state university

[09:59:04] 
  Waiting 3s before next college...
[09:59:07] 
[This run: 29/162]
[09:59:07] 
==================================================
[09:59:07] COLLEGE: indiana university at bloomington
[09:59:07] ==================================================
[09:59:07]   Searching API: indiana university at bloomington
[09:59:08]   Found title: Indiana University Bloomington
[09:59:10]   API returned 29 usable image filename(s)
[09:59:10]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana university at bloomington
[09:59:10]     [1/29] 1 HodgeHall.jpg
[09:59:10]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/1%20HodgeHall.jpg
[09:59:13]     Saved (element): 1 HodgeHall.png
[09:59:13]     Crop: 135x102 -> 135x102 (padding=10px)
[09:59:13]     Waiting 3s...
[09:59:16]     [2/29] Ambox current red Asia Australia.svg
[09:59:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ambox%20current%20red%20Asia%20Australia.svg
[09:59:20]     Saved (element): Ambox current red Asia Australia.png
[09:59:20]     Crop: 135x102 -> 135x102 (padding=10px)
[09:59:20]     Waiting 3s...
[09:59:23]     [3/29] En-Indiana University Bloomington-article.ogg
[09:59:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/En-Indiana%20University%20Bloomington-article.ogg
[09:59:27]     Saved (element): En-Indiana University Bloomington-article.png
[09:59:27]     Crop: 135x102 -> 135x102 (padding=10px)
[09:59:27]     Waiting 3s...
[09:59:30]     [4/29] Franklin-hall-wideshot.jpg
[09:59:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Franklin-hall-wideshot.jpg
[09:59:33]     Saved (element): Franklin-hall-wideshot.png
[09:59:33]     Crop: 135x102 -> 135x102 (padding=10px)
[09:59:33]     Waiting 3s...
[09:59:36]     [5/29] Herman B Wells Library and lotus pond - P1100156.JPG
[09:59:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Herman%20B%20Wells%20Library%20and%20lotus%20pond%20-%20P1100156.JPG
[09:59:40]     Saved (element): Herman B Wells Library and lotus pond - P1100156.png
[09:59:40]     Crop: 135x102 -> 135x102 (padding=10px)
[09:59:40]     Waiting 3s...
[09:59:43]     [6/29] IUB-Showalter Fountain.jpg
[09:59:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUB-Showalter%20Fountain.jpg
[09:59:46]     Saved (element): IUB-Showalter Fountain.png
[09:59:46]     Crop: 135x102 -> 135x102 (padding=10px)
[09:59:46]     Waiting 3s...
[09:59:49]     [7/29] IUBHWe.JPG
[09:59:49]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUBHWe.JPG
[09:59:53]     Saved (element): IUBHWe.png
[09:59:53]     Crop: 135x102 -> 135x102 (padding=10px)
[09:59:53]     Waiting 3s...
[09:59:56]     [8/29] IUBLindleyHall.JPG
[09:59:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUBLindleyHall.JPG
[09:59:59]     Saved (element): IUBLindleyHall.png
[09:59:59]     Crop: 135x102 -> 135x102 (padding=10px)
[09:59:59]     Waiting 3s...
[10:00:02]     [9/29] IUBMorrison.JPG
[10:00:02]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUBMorrison.JPG
[10:00:06]     Saved (element): IUBMorrison.png
[10:00:06]     Crop: 135x102 -> 135x102 (padding=10px)
[10:00:06]     Waiting 3s...
[10:00:09]     [10/29] IUB Lilly Library P1000231.jpg
[10:00:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUB%20Lilly%20Library%20P1000231.jpg
[10:00:13]     Saved (element): IUB Lilly Library P1000231.png
[10:00:13]     Crop: 135x102 -> 135x102 (padding=10px)
[10:00:13]     Waiting 3s...
[10:00:16]     [11/29] IUB Mauer.JPG
[10:00:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUB%20Mauer.JPG
[10:00:19]     Saved (element): IUB Mauer.png
[10:00:19]     Crop: 135x102 -> 135x102 (padding=10px)
[10:00:19]     Waiting 3s...
[10:00:22]     [12/29] IUSampleGates.JPG
[10:00:22]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IUSampleGates.JPG
[10:00:25]     Saved (element): IUSampleGates.png
[10:00:25]     Crop: 135x102 -> 135x102 (padding=10px)
[10:00:25]     Waiting 3s...
[10:00:28]     [13/29] IU Art Museum.jpg
[10:00:28]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/IU%20Art%20Museum.jpg
[10:00:32]     Saved (element): IU Art Museum.png
[10:00:32]     Crop: 135x102 -> 135x102 (padding=10px)
[10:00:32]     Waiting 3s...
[10:00:35]     [14/29] Increase Neutral.svg
[10:00:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Increase%20Neutral.svg
[10:00:48]     Saved (full page): Increase Neutral.png
[10:00:49]     Crop: 1920x1080 -> 356x356 (padding=10px)
[10:00:49]     Waiting 3s...
[10:00:52]     [15/29] Indiana-Hoosier-Huddle.jpg
[10:00:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana-Hoosier-Huddle.jpg
[10:00:55]     Saved (element): Indiana-Hoosier-Huddle.png
[10:00:55]     Crop: 135x102 -> 135x102 (padding=10px)
[10:00:55]     Waiting 3s...
[10:00:58]     [16/29] Indiana Memorial Union - P1080511.JPG
[10:00:58]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20Memorial%20Union%20-%20P1080511.JPG
[10:01:01]     Saved (element): Indiana Memorial Union - P1080511.png
[10:01:01]     Crop: 135x102 -> 135x102 (padding=10px)
[10:01:01]     Waiting 3s...
[10:01:04]     [17/29] Indiana University Bloomington - Maxwell Hall - panoramio.jpg
[10:01:04]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20University%20Bloomington%20-%20Maxwell%20Hall%20-%20panoramio.jpg
[10:01:08]     Saved (element): Indiana University Bloomington - Maxwell Hall - panoramio.png
[10:01:08]     Crop: 135x102 -> 135x102 (padding=10px)
[10:01:08]     Waiting 3s...
[10:01:11]     [18/29] Indiana University School of Public Health-Bloomington.png
[10:01:11]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20University%20School%20of%20Public%20Health-Bloomington.png
[10:01:14]     Saved (element): Indiana University School of Public Health-Bloomington.png
[10:01:14]     Crop: 135x102 -> 135x102 (padding=10px)
[10:01:14]     Waiting 3s...
[10:01:17]     [19/29] Indiana University logotype.svg
[10:01:17]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20University%20logotype.svg
[10:01:21]     Saved (element): Indiana University logotype.png
[10:01:21]     Crop: 135x102 -> 135x102 (padding=10px)
[10:01:21]     Waiting 3s...
[10:01:24]     [20/29] Indiana University seal.svg
[10:01:24]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indiana%20University%20seal.svg
[10:01:38]     Saved (full page): Indiana University seal.png
[10:01:38]     Crop: 1920x1080 -> 160x160 (padding=10px)
[10:01:38]     Waiting 3s...
[10:01:41]     [21/29] Indianauniversityoptometryschool.jpg
[10:01:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Indianauniversityoptometryschool.jpg
[10:01:44]     Saved (element): Indianauniversityoptometryschool.png
[10:01:44]     Crop: 135x102 -> 135x102 (padding=10px)
[10:01:44]     Waiting 3s...
[10:01:47]     [22/29] Jacobs School of Music construction in Bloomington.jpg
[10:01:47]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Jacobs%20School%20of%20Music%20construction%20in%20Bloomington.jpg
[10:01:51]     Saved (element): Jacobs School of Music construction in Bloomington.png
[10:01:51]     Crop: 135x102 -> 135x102 (padding=10px)
[10:01:51]     Waiting 3s...
[10:01:54]     [23/29] Logo of the United States National Park Service.svg
[10:01:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Logo%20of%20the%20United%20States%20National%20Park%20Service.svg
[10:01:58]     Saved (element): Logo of the United States National Park Service.png
[10:01:58]     Crop: 135x102 -> 135x102 (padding=10px)
[10:01:58]     Waiting 3s...
[10:02:01]     [24/29] Map of USA IN.svg
[10:02:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Map%20of%20USA%20IN.svg
[10:02:04]     Saved (element): Map of USA IN.png
[10:02:04]     Crop: 135x102 -> 135x102 (padding=10px)
[10:02:04]     Waiting 3s...
[10:02:07]     [25/29] Morrison Hall Indiana University Bloomington 1942 LOC gsc.5a08774.jpg
[10:02:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Morrison%20Hall%20Indiana%20University%20Bloomington%201942%20LOC%20gsc.5a08774.jpg
[10:02:11]     Saved (element): Morrison Hall Indiana University Bloomington 1942 LOC gsc.5a08774.png
[10:02:11]     Crop: 135x102 -> 135x102 (padding=10px)
[10:02:11]     Waiting 3s...
[10:02:14]     [26/29] Question book-new.svg
[10:02:14]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[10:02:27]     Saved (full page): Question book-new.png
[10:02:28]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[10:02:28]     Waiting 3s...
[10:02:31]     [27/29] SampleGates IUBloomington.jpg
[10:02:31]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/SampleGates%20IUBloomington.jpg
[10:02:34]     Saved (element): SampleGates IUBloomington.png
[10:02:34]     Crop: 135x102 -> 135x102 (padding=10px)
[10:02:34]     Waiting 3s...
[10:02:37]     [28/29] StudentBIUB.JPG
[10:02:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/StudentBIUB.JPG
[10:02:41]     Saved (element): StudentBIUB.png
[10:02:41]     Crop: 135x102 -> 135x102 (padding=10px)
[10:02:41]     Waiting 3s...
[10:02:44]     [29/29] Symbol category class.svg
[10:02:44]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20category%20class.svg
[10:02:57]     Saved (full page): Symbol category class.png
[10:02:57]     Crop: 1920x1080 -> 187x191 (padding=10px)
[10:02:57] 
  Saved 29/29 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\indiana university at bloomington

  Progress: [##################################------] 920/1076 (86%)  total -- just finished: indiana university at bloomington

[10:02:57] 
  Waiting 3s before next college...
