============================================================
  Logo Scraper Run -- 2026-06-04_13-56-27
============================================================

[13:56:29] Total colleges in 'colleges' folder : 1076
[13:56:29] Already completed (logos exist)         : 1002
[14:07:32]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/20081122%20Brandon%20Graham%20and%20Terrell%20Pryor.jpg
[14:07:36]     Saved (element): 20081122 Brandon Graham and Terrell Pryor.png
[14:07:36]     Crop: 135x102 -> 135x102 (padding=10px)
[14:07:36]     Waiting 3s...
[14:07:39]     [2/53] 20111015 174748 phil-ochs (cropped).jpg
[14:07:39]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/20111015%20174748%20phil-ochs%20%28cropped%29.jpg
[14:07:43]     Saved (element): 20111015 174748 phil-ochs (cropped).png
[14:07:43]     Crop: 135x102 -> 135x102 (padding=10px)
[14:07:43]     Waiting 3s...
[14:07:46]     [3/53] 40IMG 0015 (53680288936).jpg
[14:07:46]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/40IMG%200015%20%2853680288936%29.jpg
[14:07:50]     Saved (element): 40IMG 0015 (53680288936).png
[14:07:50]     Crop: 135x102 -> 135x102 (padding=10px)
[14:07:50]     Waiting 3s...
[14:07:53]     [4/53] Alexander Wendt.jpg
[14:07:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Alexander%20Wendt.jpg
[14:07:57]     Saved (element): Alexander Wendt.png
[14:07:57]     Crop: 135x102 -> 135x102 (padding=10px)
[14:07:57]     Waiting 3s...
[14:08:00]     [5/53] Arthur M. Schlesinger (Sr.), Ohio State University Monthly.jpg
[14:08:00]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Arthur%20M.%20Schlesinger%20%28Sr.%29%2C%20Ohio%20State%20University%20Monthly.jpg
[14:08:04]     Saved (element): Arthur M. Schlesinger (Sr.), Ohio State University Monthly.png
[14:08:04]     Crop: 135x102 -> 135x102 (padding=10px)
[14:08:04]     Waiting 3s...
[14:08:07]     [6/53] Bob-Knight-Nov-21-07-1.jpg
[14:08:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Bob-Knight-Nov-21-07-1.jpg
[14:08:11]     Saved (element): Bob-Knight-Nov-21-07-1.png
[14:08:11]     Crop: 135x102 -> 135x102 (padding=10px)
[14:08:11]     Waiting 3s...
[14:08:14]     [7/53] Brutus Buckeye in 2017.jpg
[14:08:14]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Brutus%20Buckeye%20in%202017.jpg
[14:08:18]     Saved (element): Brutus Buckeye in 2017.png
[14:08:18]     Crop: 135x102 -> 135x102 (padding=10px)
[14:08:18]     Waiting 3s...
[14:08:21]     [8/53] Buckeye Bullet 3 side view.jpg
[14:08:21]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Buckeye%20Bullet%203%20side%20view.jpg
[14:08:24]     Saved (element): Buckeye Bullet 3 side view.png
[14:08:24]     Crop: 135x102 -> 135x102 (padding=10px)
[14:08:24]     Waiting 3s...
[14:08:27]     [9/53] Columbus, Ohio JJ 79.jpg
[14:08:27]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Columbus%2C%20Ohio%20JJ%2079.jpg
[14:08:31]     Saved (element): Columbus, Ohio JJ 79.png
[14:08:31]     Crop: 135x102 -> 135x102 (padding=10px)
[14:08:31]     Waiting 3s...
[14:08:34]     [10/53] Columbus, Ohio JJ 80a.jpg
[14:08:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Columbus%2C%20Ohio%20JJ%2080a.jpg
[14:08:38]     Saved (element): Columbus, Ohio JJ 80a.png
[14:08:38]     Crop: 135x102 -> 135x102 (padding=10px)
[14:08:38]     Waiting 3s...
[14:08:41]     [11/53] Columbus, Ohio LOC 22.tif
[14:08:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Columbus%2C%20Ohio%20LOC%2022.tif
[14:08:46]     Saved (element): Columbus, Ohio LOC 22.png
[14:08:46]     Crop: 135x102 -> 135x102 (padding=10px)
[14:08:46]     Waiting 3s...
[14:08:49]     [12/53] Decrease Neutral.svg
[14:08:49]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Decrease%20Neutral.svg
[14:08:53]     Saved (element): Decrease Neutral.png
[14:08:53]     Crop: 135x102 -> 135x102 (padding=10px)
[14:08:53]     Waiting 3s...
[14:08:56]     [13/53] Flag of Ohio.svg
[14:08:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Ohio.svg
[14:09:21]     Saved (full page): Flag of Ohio.png
[14:09:21]     Crop: 1920x1080 -> 530x330 (padding=10px)
[14:09:21]     Waiting 3s...
[14:09:24]     [14/53] Fowler 1984.jpg
[14:09:24]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Fowler%201984.jpg
[14:09:42]     Saved (element): Fowler 1984.png
[14:09:42]     Crop: 135x102 -> 135x102 (padding=10px)
[14:09:42]     Waiting 3s...
[14:09:45]     [15/53] Front view of the Old Ohio Union, now known as Hale Hall at Ohio State.jpg
[14:09:45]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Front%20view%20of%20the%20Old%20Ohio%20Union%2C%20now%20known%20as%20Hale%20Hall%20at%20Ohio%20State.jpg
[14:09:53]     Saved (element): Front view of the Old Ohio Union, now known as Hale Hall at Ohio State.png
[14:09:53]     Crop: 135x102 -> 135x102 (padding=10px)
[14:09:53]     Waiting 3s...
[14:09:56]     [16/53] Geology classroom (Ohio State University at Newark) 3 (51330634435).jpg
[14:09:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Geology%20classroom%20%28Ohio%20State%20University%20at%20Newark%29%203%20%2851330634435%29.jpg
[14:10:03]     Saved (element): Geology classroom (Ohio State University at Newark) 3 (51330634435).png
[14:10:03]     Crop: 135x102 -> 135x102 (padding=10px)
[14:10:03]     Waiting 3s...
[14:10:06]     [17/53] Harvey Friedman.jpg
[14:10:06]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Harvey%20Friedman.jpg
[14:10:11]     Saved (element): Harvey Friedman.png
[14:10:11]     Crop: 135x102 -> 135x102 (padding=10px)
[14:10:11]     Waiting 3s...
[14:10:14]     [18/53] Hasan Kwame Jeffries nonprofit report.png
[14:10:14]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Hasan%20Kwame%20Jeffries%20nonprofit%20report.png
[14:10:20]     Saved (element): Hasan Kwame Jeffries nonprofit report.png
[14:10:20]     Crop: 135x102 -> 135x102 (padding=10px)
[14:10:20]     Waiting 3s...
[14:10:23]     [19/53] Herman Vandenburg Ames.png
[14:10:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Herman%20Vandenburg%20Ames.png
[14:10:28]     Saved (element): Herman Vandenburg Ames.png
[14:10:28]     Crop: 135x102 -> 135x102 (padding=10px)
[14:10:28]     Waiting 3s...
[14:10:31]     [20/53] JEANPeters.jpg
[14:10:31]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/JEANPeters.jpg
[14:10:37]     Saved (element): JEANPeters.png
[14:10:37]     Crop: 800x1000 -> 800x1000 (padding=10px)
[14:10:37]     Waiting 3s...
[14:10:40]     [21/53] Jack Nicklaus 2019 Jenkins Medal Awards (cropped).jpg
[14:10:40]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Jack%20Nicklaus%202019%20Jenkins%20Medal%20Awards%20%28cropped%29.jpg
[14:10:46]     Saved (element): Jack Nicklaus 2019 Jenkins Medal Awards (cropped).png
[14:10:46]     Crop: 135x102 -> 135x102 (padding=10px)
[14:10:46]     Waiting 3s...
[14:10:49]     [22/53] Jawaharlal Nehru with Jayaprakash Narayan (cropped).jpg
[14:10:49]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Jawaharlal%20Nehru%20with%20Jayaprakash%20Narayan%20%28cropped%29.jpg
[14:10:54]     Saved (element): Jawaharlal Nehru with Jayaprakash Narayan (cropped).png
[14:10:55]     Crop: 228x264 -> 228x264 (padding=10px)
[14:10:55]     Waiting 3s...
[14:10:58]     [23/53] Jesse Owens 1936.jpg
[14:10:58]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Jesse%20Owens%201936.jpg
[14:11:04]     Saved (element): Jesse Owens 1936.png
[14:11:04]     Crop: 660x906 -> 660x906 (padding=10px)
[14:11:04]     Waiting 3s...
[14:11:07]     [24/53] John O. Riedl Hall.JPG
[14:11:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/John%20O.%20Riedl%20Hall.JPG
[14:11:13]     Saved (element): John O. Riedl Hall.png
[14:11:13]     Crop: 135x102 -> 135x102 (padding=10px)
[14:11:13]     Waiting 3s...
[14:11:16]     [25/53] Larry Sanger 2023 at 1 03 40.jpg
[14:11:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Larry%20Sanger%202023%20at%201%2003%2040.jpg
[14:11:23]     Saved (element): Larry Sanger 2023 at 1 03 40.png
[14:11:23]     Crop: 135x102 -> 135x102 (padding=10px)
[14:11:23]     Waiting 3s...
[14:11:26]     [26/53] Lonnie Thompson, 2015-2.jpg
[14:11:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Lonnie%20Thompson%2C%202015-2.jpg
[14:11:31]     Saved (element): Lonnie Thompson, 2015-2.png
[14:11:31]     Crop: 135x102 -> 135x102 (padding=10px)
[14:11:31]     Waiting 3s...
[14:11:34]     [27/53] March 2026 Official Vice Presidential Portrait of JD Vance.jpg
[14:11:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/March%202026%20Official%20Vice%20Presidential%20Portrait%20of%20JD%20Vance.jpg
[14:11:40]     Saved (element): March 2026 Official Vice Presidential Portrait of JD Vance.png
[14:11:40]     Crop: 135x102 -> 135x102 (padding=10px)
[14:11:40]     Waiting 3s...
[14:11:43]     [28/53] Nobel Laureate Leon Cooper in 2007.jpg
[14:11:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Nobel%20Laureate%20Leon%20Cooper%20in%202007.jpg
[14:11:50]     Saved (element): Nobel Laureate Leon Cooper in 2007.png
[14:11:50]     Crop: 135x102 -> 135x102 (padding=10px)
[14:11:50]     Waiting 3s...
[14:11:53]     [29/53] OHSupercomputer.JPG
[14:11:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/OHSupercomputer.JPG
[14:11:57]     Saved (element): OHSupercomputer.png
[14:11:57]     Crop: 135x102 -> 135x102 (padding=10px)
[14:11:57]     Waiting 3s...
[14:12:00]     [30/53] OSU Derby Hall.JPG
[14:12:00]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/OSU%20Derby%20Hall.JPG
[14:12:04]     Saved (element): OSU Derby Hall.png
[14:12:04]     Crop: 135x102 -> 135x102 (padding=10px)
[14:12:04]     Waiting 3s...
[14:12:07]     [31/53] OSU Wexner Medical Center campus 01.jpg
[14:12:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/OSU%20Wexner%20Medical%20Center%20campus%2001.jpg
[14:12:12]     Saved (element): OSU Wexner Medical Center campus 01.png
[14:12:12]     Crop: 135x102 -> 135x102 (padding=10px)
[14:12:12]     Waiting 3s...
[14:12:15]     [32/53] OSU William Oxley Thompson Memorial Library East Atrium.JPG
[14:12:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/OSU%20William%20Oxley%20Thompson%20Memorial%20Library%20East%20Atrium.JPG
[14:12:20]     Saved (element): OSU William Oxley Thompson Memorial Library East Atrium.png
[14:12:20]     Crop: 135x102 -> 135x102 (padding=10px)
[14:12:20]     Waiting 3s...
[14:12:23]     [33/53] OhioUnionFront.JPG
[14:12:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/OhioUnionFront.JPG
[14:12:26]     Saved (element): OhioUnionFront.png
[14:12:26]     Crop: 135x102 -> 135x102 (padding=10px)
[14:12:26]     Waiting 3s...
[14:12:29]     [34/53] Ohio State University horizontal logo.svg
[14:12:29]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ohio%20State%20University%20horizontal%20logo.svg
[14:12:34]     Saved (element): Ohio State University horizontal logo.png
[14:12:34]     Crop: 135x102 -> 135x102 (padding=10px)
[14:12:34]     Waiting 3s...
[14:12:37]     [35/53] Ohio State University seal.svg
[14:12:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ohio%20State%20University%20seal.svg
[14:12:52]     Saved (full page): Ohio State University seal.png
[14:12:52]     Crop: 1920x1080 -> 259x252 (padding=10px)
[14:12:52]     Waiting 3s...
[14:12:55]     [36/53] Paul Flory 1973.jpg
[14:12:55]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Paul%20Flory%201973.jpg
[14:13:01]     Saved (element): Paul Flory 1973.png
[14:13:01]     Crop: 135x102 -> 135x102 (padding=10px)
[14:13:01]     Waiting 3s...
[14:13:04]     [37/53] Professor John Mueller at Chatham House crop.jpg
[14:13:04]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Professor%20John%20Mueller%20at%20Chatham%20House%20crop.jpg
[14:13:24]     Saved (element): Professor John Mueller at Chatham House crop.png
[14:13:24]     Crop: 135x102 -> 135x102 (padding=10px)
[14:13:24]     Waiting 3s...
[14:13:27]     [38/53] RLStine.jpg
[14:13:27]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/RLStine.jpg
[14:13:40]     Saved (element): RLStine.png
[14:13:40]     Crop: 135x102 -> 135x102 (padding=10px)
[14:13:40]     Waiting 3s...
[14:13:43]     [39/53] RPAC and Scarlet Skyway.jpg
[14:13:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/RPAC%20and%20Scarlet%20Skyway.jpg
[14:13:50]     Saved (element): RPAC and Scarlet Skyway.png
[14:13:50]     Crop: 135x102 -> 135x102 (padding=10px)
[14:13:50]     Waiting 3s...
[14:13:53]     [40/53] Randall Schweller.jpg
[14:13:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Randall%20Schweller.jpg
[14:13:58]     Saved (element): Randall Schweller.png
[14:13:58]     Crop: 135x102 -> 135x102 (padding=10px)
[14:13:58]     Waiting 3s...
[14:14:01]     [41/53] Rose Bowl 2019 Victory.jpg
[14:14:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Rose%20Bowl%202019%20Victory.jpg
[14:14:07]     Saved (element): Rose Bowl 2019 Victory.png
[14:14:07]     Crop: 135x102 -> 135x102 (padding=10px)
[14:14:07]     Waiting 3s...
[14:14:10]     [42/53] Roy Lichtenstein, painter 1969 (cropped).jpg
[14:14:11]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Roy%20Lichtenstein%2C%20painter%201969%20%28cropped%29.jpg
[14:14:20]     Saved (element): Roy Lichtenstein, painter 1969 (cropped).png
[14:14:21]     Crop: 810x1080 -> 810x1080 (padding=10px)
[14:14:21]     Waiting 3s...
[14:14:24]     [43/53] SCampusGateway.JPG
[14:14:24]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/SCampusGateway.JPG
[14:14:30]     Saved (element): SCampusGateway.png
[14:14:30]     Crop: 135x102 -> 135x102 (padding=10px)
[14:14:30]     Waiting 3s...
[14:14:33]     [44/53] Semi-protection-shackle.svg
[14:14:33]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Semi-protection-shackle.svg
[14:14:47]     Saved (full page): Semi-protection-shackle.png
[14:14:47]     Crop: 1920x1080 -> 830x1080 (padding=10px)
[14:14:47]     Waiting 3s...
[14:14:50]     [45/53] Sherrod Brown 117th Congress (2).jpg
[14:14:50]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Sherrod%20Brown%20117th%20Congress%20%282%29.jpg
[14:15:10]     Saved (element): Sherrod Brown 117th Congress (2).png
[14:15:11]     Crop: 135x102 -> 135x102 (padding=10px)
[14:15:11]     Waiting 3s...
[14:15:14]     [46/53] Symbol category class.svg
[14:15:14]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20category%20class.svg
[14:15:32]     Saved (full page): Symbol category class.png
[14:15:32]     Crop: 1920x1080 -> 187x191 (padding=10px)
[14:15:32]     Waiting 3s...
[14:15:35]     [47/53] Terry Wilson Franklin Island Antarctica.jpg
[14:15:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Terry%20Wilson%20Franklin%20Island%20Antarctica.jpg
[14:15:45]     Saved (element): Terry Wilson Franklin Island Antarctica.png
[14:15:45]     Crop: 135x102 -> 135x102 (padding=10px)
[14:15:45]     Waiting 3s...
[14:15:48]     [48/53] Tyler Joseph 2022 Live Performance (cropped).jpg
[14:15:48]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Tyler%20Joseph%202022%20Live%20Performance%20%28cropped%29.jpg
[14:15:53]     Saved (element): Tyler Joseph 2022 Live Performance (cropped).png
[14:15:53]     Crop: 135x102 -> 135x102 (padding=10px)
[14:15:53]     Waiting 3s...
[14:15:56]     [49/53] US Embassy Sweden 2023 Nobel Reception (53397591873) (cropped).jpg
[14:15:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/US%20Embassy%20Sweden%202023%20Nobel%20Reception%20%2853397591873%29%20%28cropped%29.jpg
[14:16:01]     Saved (element): US Embassy Sweden 2023 Nobel Reception (53397591873) (cropped).png
[14:16:01]     Crop: 198x250 -> 198x250 (padding=10px)
[14:16:01]     Waiting 3s...
[14:16:05]     [50/53] University Hall (Ohio State University).jpg
[14:16:05]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20Hall%20%28Ohio%20State%20University%29.jpg
[14:16:09]     Saved (element): University Hall (Ohio State University).png
[14:16:09]     Crop: 135x102 -> 135x102 (padding=10px)
[14:16:09]     Waiting 3s...
[14:16:12]     [51/53] WOSU office 02.jpg
[14:16:12]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/WOSU%20office%2002.jpg
[14:16:16]     Saved (element): WOSU office 02.png
[14:16:16]     Crop: 135x102 -> 135x102 (padding=10px)
[14:16:16]     Waiting 3s...
[14:16:19]     [52/53] Wikisource-logo.svg
[14:16:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Wikisource-logo.svg
[14:16:33]     Saved (full page): Wikisource-logo.png
[14:16:33]     Crop: 1920x1080 -> 420x440 (padding=10px)
[14:16:33]     Waiting 3s...
[14:16:36]     [53/53] Wow signal.jpg
[14:16:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Wow%20signal.jpg
[14:16:50]     Saved (element): Wow signal.png
[14:16:50]     Crop: 1024x578 -> 1024x578 (padding=10px)
[14:16:50] 
  Saved 53/53 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\ohio state university, columbus

  Progress: [#####################################---] 1007/1076 (94%)  total -- just finished: ohio state university, columbus

[14:16:50] 
  Waiting 3s before next college...
[14:16:53] 
[This run: 35/74]
[14:16:53] 
==================================================
[14:16:53] COLLEGE: ohio university, athens
[14:16:53] ==================================================
[14:16:53]   Searching API: ohio university, athens
[14:16:59]   No article found for: ohio university, athens
[14:16:59]   FLAG: No Wikipedia article found for 'ohio university, athens'

  Progress: [#####################################---] 1007/1076 (94%)  total -- just finished: ohio university, athens

[14:16:59] 
  Waiting 3s before next college...
[14:17:02] 
[This run: 36/74]
[14:17:02] 
==================================================
[14:17:02] COLLEGE: pacific western university
[14:17:02] ==================================================
[14:17:02]   Searching API: pacific western university
[14:17:09]   Found title: Pacific Western University (Hawaii)
[14:17:13]   API returned 0 usable image filename(s)
[14:17:13]   FLAG: Wikipedia article exists but has NO usable images for 'pacific western university'

  Progress: [#####################################---] 1007/1076 (94%)  total -- just finished: pacific western university

[14:17:13] 
  Waiting 3s before next college...
[14:17:16] 
[This run: 37/74]
[14:17:16] 
==================================================
[14:17:16] COLLEGE: pennsylvania state university-schuylkill campus
[14:17:16] ==================================================
[14:17:16]   Searching API: pennsylvania state university-schuylkill campus
[14:17:21]   No article found for: pennsylvania state university-schuylkill campus
[14:17:21]   FLAG: No Wikipedia article found for 'pennsylvania state university-schuylkill campus'

  Progress: [#####################################---] 1007/1076 (94%)  total -- just finished: pennsylvania state university-schuylkill campus

[14:17:21] 
  Waiting 3s before next college...
[14:17:24] 
[This run: 38/74]
[14:17:24] 
==================================================
[14:17:24] COLLEGE: platt college
[14:17:24] ==================================================
[14:17:24]   Searching API: platt college
[14:17:29]   Found title: Platt College
[14:17:35]   API returned 0 usable image filename(s)
[14:17:35]   FLAG: Wikipedia article exists but has NO usable images for 'platt college'

  Progress: [#####################################---] 1007/1076 (94%)  total -- just finished: platt college

[14:17:35] 
  Waiting 3s before next college...
[14:17:38] 
[This run: 39/74]
[14:17:38] 
==================================================
[14:17:38] COLLEGE: pomona college
[14:17:38] ==================================================
[14:17:38]   Searching API: pomona college
[14:17:40]   Found title: Pomona College
[14:17:43]   API returned 47 usable image filename(s)
[14:17:43]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\pomona college
[14:17:43]     [1/47] "Bio-Digital Jazzbot" performance at Pomona College (cropped).jpg
[14:17:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/%22Bio-Digital%20Jazzbot%22%20performance%20at%20Pomona%20College%20%28cropped%29.jpg
[14:17:50]     Saved (element): _Bio-Digital Jazzbot_ performance at Pomona College (cropped).png
[14:17:50]     Crop: 135x102 -> 135x102 (padding=10px)
[14:17:50]     Waiting 3s...
[14:17:53]     [2/47] "So Excited" performance at Pomona College.jpg
[14:17:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/%22So%20Excited%22%20performance%20at%20Pomona%20College.jpg
[14:17:59]     Saved (element): _So Excited_ performance at Pomona College.png
[14:17:59]     Crop: 135x102 -> 135x102 (padding=10px)
[14:17:59]     Waiting 3s...
[14:18:02]     [3/47] "The Other America" performance at Pomona College (cropped).jpg
[14:18:02]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/%22The%20Other%20America%22%20performance%20at%20Pomona%20College%20%28cropped%29.jpg
[14:18:05]     Saved (element): _The Other America_ performance at Pomona College (cropped).png
[14:18:05]     Crop: 135x102 -> 135x102 (padding=10px)
[14:18:05]     Waiting 3s...
[14:18:08]     [4/47] Arcade along Bixby Plaza at Pomona College.jpg
[14:18:08]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Arcade%20along%20Bixby%20Plaza%20at%20Pomona%20College.jpg
[14:18:12]     Saved (element): Arcade along Bixby Plaza at Pomona College.png
[14:18:12]     Crop: 135x102 -> 135x102 (padding=10px)
[14:18:12]     Waiting 3s...
[14:18:15]     [5/47] Athern Field, Pomona College (cropped).jpg
[14:18:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Athern%20Field%2C%20Pomona%20College%20%28cropped%29.jpg
[14:18:19]     Saved (element): Athern Field, Pomona College (cropped).png
[14:18:19]     Crop: 135x102 -> 135x102 (padding=10px)
[14:18:19]     Waiting 3s...
[14:18:22]     [6/47] Bixby Plaza ramp at Pomona College.jpg
[14:18:22]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Bixby%20Plaza%20ramp%20at%20Pomona%20College.jpg
[14:18:26]     Saved (element): Bixby Plaza ramp at Pomona College.png
[14:18:26]     Crop: 135x102 -> 135x102 (padding=10px)
[14:18:26]     Waiting 3s...
[14:18:29]     [7/47] Bridges Auditorium march.jpg
[14:18:29]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Bridges%20Auditorium%20march.jpg
[14:18:33]     Saved (element): Bridges Auditorium march.png
[14:18:33]     Crop: 135x102 -> 135x102 (padding=10px)
[14:18:33]     Waiting 3s...
[14:18:36]     [8/47] Bridges Hall of Music Exterior, Pomona College.jpg
[14:18:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Bridges%20Hall%20of%20Music%20Exterior%2C%20Pomona%20College.jpg
[14:18:51]     Saved (element): Bridges Hall of Music Exterior, Pomona College.png
[14:18:51]     Crop: 135x102 -> 135x102 (padding=10px)
[14:18:51]     Waiting 3s...
[14:18:54]     [9/47] Bridges Hall of Music Interior, Pomona College.png
[14:18:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Bridges%20Hall%20of%20Music%20Interior%2C%20Pomona%20College.png
[14:19:10]     Saved (element): Bridges Hall of Music Interior, Pomona College.png
[14:19:10]     Crop: 135x102 -> 135x102 (padding=10px)
[14:19:10]     Waiting 3s...
[14:19:13]     [10/47] Carnegie Building.jpg
[14:19:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Carnegie%20Building.jpg
[14:19:28]     Saved (element): Carnegie Building.png
[14:19:28]     Crop: 135x102 -> 135x102 (padding=10px)
[14:19:28]     Waiting 3s...
[14:19:31]     [11/47] Claremont station (California), March 2025.jpg
[14:19:31]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Claremont%20station%20%28California%29%2C%20March%202025.jpg
[14:19:40]     Saved (element): Claremont station (California), March 2025.png
[14:19:40]     Crop: 135x102 -> 135x102 (padding=10px)
[14:19:40]     Waiting 3s...
[14:19:43]     [12/47] Crookshank Hall.jpg
[14:19:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Crookshank%20Hall.jpg
[14:19:48]     Saved (element): Crookshank Hall.png
[14:19:48]     Crop: 135x102 -> 135x102 (padding=10px)
[14:19:48]     Waiting 3s...
[14:19:51]     [13/47] Cscr-featured.svg
[14:19:51]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Cscr-featured.svg
[14:20:05]     Saved (full page): Cscr-featured.png
[14:20:06]     Crop: 1920x1080 -> 476x453 (padding=10px)
[14:20:06]     Waiting 3s...
[14:20:09]     [14/47] Dialynas Hall common room.jpg
[14:20:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Dialynas%20Hall%20common%20room.jpg
[14:20:15]     Saved (element): Dialynas Hall common room.png
[14:20:15]     Crop: 135x102 -> 135x102 (padding=10px)
[14:20:15]     Waiting 3s...
[14:20:18]     [15/47] En-us-Pomona.ogg
[14:20:18]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/En-us-Pomona.ogg
[14:20:24]     Saved (element): En-us-Pomona.png
[14:20:24]     Crop: 135x102 -> 135x102 (padding=10px)
[14:20:24]     Waiting 3s...
[14:20:27]     [16/47] Exterior view of Pomona College, Claremont, 1907 (CHS-3857).jpg
[14:20:27]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Exterior%20view%20of%20Pomona%20College%2C%20Claremont%2C%201907%20%28CHS-3857%29.jpg
[14:20:33]     Saved (element): Exterior view of Pomona College, Claremont, 1907 (CHS-3857).png
[14:20:33]     Crop: 135x102 -> 135x102 (padding=10px)
[14:20:33]     Waiting 3s...
[14:20:36]     [17/47] Flag of Los Angeles County, California.svg
[14:20:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Los%20Angeles%20County%2C%20California.svg
[14:20:42]     Saved (element): Flag of Los Angeles County, California.png
[14:20:42]     Crop: 135x102 -> 135x102 (padding=10px)
[14:20:42]     Waiting 3s...
[14:20:45]     [18/47] Football team of Pomona College class of 1907.jpg
[14:20:45]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Football%20team%20of%20Pomona%20College%20class%20of%201907.jpg
[14:20:50]     Saved (element): Football team of Pomona College class of 1907.png
[14:20:50]     Crop: 135x102 -> 135x102 (padding=10px)
[14:20:50]     Waiting 3s...
[14:20:53]     [19/47] Frary Dining Hall during the holidays.jpg
[14:20:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Frary%20Dining%20Hall%20during%20the%20holidays.jpg
[14:20:59]     Saved (element): Frary Dining Hall during the holidays.png
[14:20:59]     Crop: 135x102 -> 135x102 (padding=10px)
[14:20:59]     Waiting 3s...
[14:21:02]     [20/47] Harwood Courtyard in 2023.jpg
[14:21:02]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Harwood%20Courtyard%20in%202023.jpg
[14:21:08]     Saved (element): Harwood Courtyard in 2023.png
